2026-02-18 14:37:09.207 [info] (Windsurf) 2026-02-18 14:37:09.207 [INFO]: [windsurf#terminal] Shell integration DETECTED for managed
2026-02-18 14:37:47.943 [info] (Windsurf) 2026-02-18 14:37:47.942 [INFO]: [windsurf#terminal] Shell integration FAILED for unknown, reason: failedToSetStickyBit
2026-02-18 14:37:48.354 [info] 2026/02/18 14:37:48 maxprocs: Leaving GOMAXPROCS=8: CPU quota undefined
2026-02-18 14:37:48.558 [info] I0218 14:37:48.558168 65424 main.go:604] Setting GOMAXPROCS to 4
2026-02-18 14:37:48.561 [info] I0218 14:37:48.560895 65424 main.go:819] Starting language server process with pid 65424
2026-02-18 14:37:48.564 [info] I0218 14:37:48.564024 65424 server.go:359] Language server will attempt to listen on host 127.0.0.1
2026-02-18 14:37:48.565 [info] I0218 14:37:48.564829 65424 server.go:366] Language server listening on random port at 46773
2026-02-18 14:37:49.821 [info] I0218 14:37:49.821581 65424 server.go:500] Created extension server client at port 36039
2026-02-18 14:37:50.074 [info] (Windsurf) 2026-02-18 14:37:50.073 [INFO]: Language server started
2026-02-18 14:44:58.861 [info] I0218 14:44:58.860733 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:44:59.031 [info] I0218 14:44:59.031641 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:44:59.396 [info] I0218 14:44:59.396155 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:44:59.536 [info] I0218 14:44:59.536014 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:44:59.707 [info] I0218 14:44:59.706824 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:45:00.526 [info] I0218 14:45:00.526762 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:45:00.691 [info] I0218 14:45:00.691747 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:45:01.348 [info] I0218 14:45:01.348745 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:27.457 [info] I0218 14:47:27.457585 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:27.686 [info] I0218 14:47:27.677305 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:27.797 [info] I0218 14:47:27.797307 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:28.664 [info] I0218 14:47:28.664701 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:32.350 [info] I0218 14:47:32.349398 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:32.528 [info] I0218 14:47:32.528754 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:32.730 [info] I0218 14:47:32.730104 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:32.886 [info] I0218 14:47:32.886092 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:33.196 [info] I0218 14:47:33.195975 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:33.409 [info] I0218 14:47:33.409763 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:33.651 [info] I0218 14:47:33.648634 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:33.835 [info] I0218 14:47:33.834533 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:34.021 [info] I0218 14:47:34.021521 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:34.226 [info] I0218 14:47:34.226856 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:34.571 [info] I0218 14:47:34.571393 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:35.140 [info] I0218 14:47:35.140613 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:47:36.737 [info] I0218 14:47:36.737436 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:58:58.828 [info] I0218 14:58:58.789652 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:59:29.268 [info] I0218 14:59:29.268378 65424 completion_provider.go:869] err: search string is empty
2026-02-18 14:59:52.924 [info] I0218 14:59:52.924489 65424 completion_provider.go:869] err: context canceled
2026-02-18 14:59:58.930 [info] I0218 14:59:58.927186 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:00.141 [info] I0218 15:00:00.141736 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:01.559 [info] I0218 15:00:01.558950 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:02.089 [info] I0218 15:00:02.089866 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:02.735 [info] I0218 15:00:02.735422 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:03.441 [info] I0218 15:00:03.441617 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:03.881 [info] I0218 15:00:03.881127 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:04.320 [info] I0218 15:00:04.320468 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:04.832 [info] I0218 15:00:04.823698 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:14.321 [info] I0218 15:00:14.320941 65424 completion_provider.go:869] err: context deadline exceeded
2026-02-18 15:00:14.824 [info] I0218 15:00:14.824194 65424 completion_provider.go:869] err: context deadline exceeded
2026-02-18 15:00:16.354 [info] I0218 15:00:16.354691 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:16.839 [info] I0218 15:00:16.838902 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:17.346 [info] I0218 15:00:17.346130 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:21.920 [info] I0218 15:00:21.919899 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:22.594 [info] I0218 15:00:22.594722 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:00:28.178 [info] I0218 15:00:28.178428 65424 completion_provider.go:869] err: unexpected EOF
2026-02-18 15:00:28.179 [info] I0218 15:00:28.179263 65424 completion_provider.go:869] err: unexpected EOF
2026-02-18 15:01:46.237 [info] I0218 15:01:46.231217 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:46.791 [info] I0218 15:01:46.791249 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:47.289 [info] I0218 15:01:47.280946 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:48.019 [info] I0218 15:01:48.011927 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:48.534 [info] I0218 15:01:48.524539 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:48.952 [info] I0218 15:01:48.945677 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:49.739 [info] I0218 15:01:49.739737 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:50.863 [info] I0218 15:01:50.857414 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:52.488 [info] I0218 15:01:52.488439 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:52.931 [info] I0218 15:01:52.923484 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:53.513 [info] I0218 15:01:53.506339 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:53.964 [info] I0218 15:01:53.958224 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:54.474 [info] I0218 15:01:54.467609 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:55.313 [info] I0218 15:01:55.307174 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:55.808 [info] I0218 15:01:55.808776 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:01:59.623 [info] I0218 15:01:59.622966 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.100 [info] I0218 15:02:00.099594 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.213 [info] I0218 15:02:00.210568 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.341 [info] I0218 15:02:00.341054 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.512 [info] I0218 15:02:00.503772 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.564 [info] I0218 15:02:00.563946 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:00.871 [info] I0218 15:02:00.871151 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:02.632 [info] I0218 15:02:02.632870 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:03.007 [info] I0218 15:02:03.006930 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:05.746 [info] I0218 15:02:05.739687 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:14.082 [info] I0218 15:02:14.080076 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:02:14.654 [info] I0218 15:02:14.654385 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:53.268 [info] I0218 15:05:53.267946 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:53.457 [info] I0218 15:05:53.457728 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:53.624 [info] I0218 15:05:53.624671 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:53.834 [info] I0218 15:05:53.834459 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:54.021 [info] I0218 15:05:54.021750 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:54.216 [info] I0218 15:05:54.215934 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:05:54.426 [info] I0218 15:05:54.426318 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:06:06.925 [info] I0218 15:06:06.924798 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:14.155 [info] I0218 15:12:14.155073 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:15.171 [info] I0218 15:12:15.170271 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:31.072 [info] I0218 15:12:31.071519 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:32.325 [info] I0218 15:12:32.325567 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:33.820 [info] I0218 15:12:33.820092 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:34.642 [info] I0218 15:12:34.642441 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:35.191 [info] I0218 15:12:35.191266 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:35.597 [info] I0218 15:12:35.597050 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:36.350 [info] I0218 15:12:36.350558 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:36.506 [info] I0218 15:12:36.505546 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:36.923 [info] I0218 15:12:36.923576 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:38.592 [info] I0218 15:12:38.592257 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:38.735 [info] I0218 15:12:38.735683 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:39.050 [info] I0218 15:12:39.050121 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:39.749 [info] I0218 15:12:39.749050 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:40.138 [info] I0218 15:12:40.138583 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:41.046 [info] I0218 15:12:41.046381 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:41.677 [info] I0218 15:12:41.676892 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:41.696 [info] I0218 15:12:41.695664 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:44.598 [info] I0218 15:12:44.598560 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:44.885 [info] I0218 15:12:44.885308 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:45.095 [info] I0218 15:12:45.095377 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:45.263 [info] I0218 15:12:45.261938 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:46.241 [info] I0218 15:12:46.228876 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:46.279 [info] I0218 15:12:46.279187 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:46.721 [info] I0218 15:12:46.721523 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:47.545 [info] I0218 15:12:47.544796 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:51.143 [info] I0218 15:12:51.143737 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:51.297 [info] I0218 15:12:51.296977 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:51.459 [info] I0218 15:12:51.459072 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:52.399 [info] I0218 15:12:52.398992 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:54.480 [info] I0218 15:12:54.480461 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:54.836 [info] I0218 15:12:54.836487 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:55.300 [info] I0218 15:12:55.281947 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:55.329 [info] I0218 15:12:55.329414 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:56.043 [info] I0218 15:12:56.043159 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:56.343 [info] I0218 15:12:56.343308 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:57.469 [info] I0218 15:12:57.468818 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:57.735 [info] I0218 15:12:57.735499 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:57.911 [info] I0218 15:12:57.911520 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:58.137 [info] I0218 15:12:58.137425 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:58.270 [info] I0218 15:12:58.270025 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:58.481 [info] I0218 15:12:58.481285 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:58.667 [info] I0218 15:12:58.667185 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:58.924 [info] I0218 15:12:58.924310 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:12:59.611 [info] I0218 15:12:59.610075 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:12.327 [info] I0218 15:13:12.327041 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:12.758 [info] I0218 15:13:12.757898 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:13.221 [info] I0218 15:13:13.221400 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:14.672 [info] I0218 15:13:14.671784 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:14.787 [info] I0218 15:13:14.786367 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:15.465 [info] I0218 15:13:15.464442 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:16.395 [info] I0218 15:13:16.394861 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:16.638 [info] I0218 15:13:16.638041 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:17.655 [info] I0218 15:13:17.655481 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:17.721 [info] I0218 15:13:17.720531 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:18.340 [info] I0218 15:13:18.340723 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:18.756 [info] I0218 15:13:18.756317 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:13:19.525 [info] I0218 15:13:19.524996 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:14:54.991 [info] I0218 15:14:54.991090 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:08.626 [info] I0218 15:15:08.626307 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:09.068 [info] I0218 15:15:09.067546 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:09.445 [info] I0218 15:15:09.444983 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:09.901 [info] I0218 15:15:09.896192 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:15.314 [info] I0218 15:15:15.314143 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:15.494 [info] I0218 15:15:15.494732 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:16.039 [info] I0218 15:15:16.038921 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:16.318 [info] I0218 15:15:16.318170 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:16.634 [info] I0218 15:15:16.633271 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:25.766 [info] I0218 15:15:25.765894 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:25.933 [info] I0218 15:15:25.933222 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:26.116 [info] I0218 15:15:26.116515 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:26.896 [info] I0218 15:15:26.896375 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:27.061 [info] I0218 15:15:27.061241 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:27.188 [info] I0218 15:15:27.188408 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:28.358 [info] I0218 15:15:28.356362 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:28.399 [info] I0218 15:15:28.391794 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.016 [info] I0218 15:15:36.014430 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.202 [info] I0218 15:15:36.201983 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.346 [info] I0218 15:15:36.346001 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.530 [info] I0218 15:15:36.530095 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.719 [info] I0218 15:15:36.719700 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:36.892 [info] I0218 15:15:36.892394 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:37.204 [info] I0218 15:15:37.203711 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:37.678 [info] I0218 15:15:37.678313 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:37.982 [info] I0218 15:15:37.971932 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:38.004 [info] I0218 15:15:38.004124 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:38.167 [info] I0218 15:15:38.167004 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:38.343 [info] I0218 15:15:38.343467 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:39.172 [info] I0218 15:15:39.172028 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:48.839 [info] I0218 15:15:48.839557 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:49.659 [info] I0218 15:15:49.659303 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:50.336 [info] I0218 15:15:50.336385 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:50.528 [info] I0218 15:15:50.528652 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:52.098 [info] I0218 15:15:52.095762 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:52.457 [info] I0218 15:15:52.457023 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:53.980 [info] I0218 15:15:53.980172 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:54.216 [info] I0218 15:15:54.216770 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:54.419 [info] I0218 15:15:54.418969 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:54.620 [info] I0218 15:15:54.620221 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:15:55.015 [info] I0218 15:15:55.015181 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:03.324 [info] I0218 15:16:03.324393 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:03.655 [info] I0218 15:16:03.655826 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:03.825 [info] I0218 15:16:03.824385 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:04.014 [info] I0218 15:16:04.014516 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:04.152 [info] I0218 15:16:04.151895 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:04.311 [info] I0218 15:16:04.311381 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:04.502 [info] I0218 15:16:04.500310 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:04.620 [info] I0218 15:16:04.620553 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:06.316 [info] I0218 15:16:06.316220 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:06.519 [info] I0218 15:16:06.509797 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:06.612 [info] I0218 15:16:06.612167 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:06.829 [info] I0218 15:16:06.829137 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:06.948 [info] I0218 15:16:06.948623 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:10.158 [info] I0218 15:16:10.157927 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:10.617 [info] I0218 15:16:10.603639 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:11.145 [info] I0218 15:16:11.144975 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:11.605 [info] I0218 15:16:11.596885 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:12.566 [info] I0218 15:16:12.565174 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:14.704 [info] I0218 15:16:14.661731 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:14.705 [info] I0218 15:16:14.704978 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:15.044 [info] I0218 15:16:15.043665 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:15.751 [info] I0218 15:16:15.750915 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:15.914 [info] I0218 15:16:15.913698 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:36.707 [info] I0218 15:16:36.707677 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:38.162 [info] I0218 15:16:38.162160 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:39.254 [info] I0218 15:16:39.254863 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:16:39.279 [info] I0218 15:16:39.279278 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:00.616 [info] I0218 15:17:00.616521 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:01.566 [info] I0218 15:17:01.566495 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:05.032 [info] I0218 15:17:05.032216 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:05.199 [info] I0218 15:17:05.199757 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:05.720 [info] I0218 15:17:05.719902 65424 completion_provider.go:869] err: context canceled
2026-02-18 15:17:05.903 [info] I0218 15:17:05.902948 65424 completion_provider.go:869] err: context canceled
